주차,순위,곡명,아티스트,앨범,좋아요,이미지URL
03.17~03.23,37.0,The Chase,Hearts2Hearts (하츠투하츠),The Chase,45260,https://cdnimg.melon.co.kr/cm2/album/images/117/20/981/11720981_20250221140928_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,38.0,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,169097,https://cdnimg.melon.co.kr/cm2/album/images/113/91/902/11391902_20250922111638_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,39.0,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,68281,https://cdnimg.melon.co.kr/cm2/album/images/114/55/285/11455285_20240401151801_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,40.0,비의 랩소디,임재현,비의 랩소디,107660,https://cdnimg.melon.co.kr/cm2/album/images/113/76/816/11376816_20231201120653_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,41.0,Mantra,제니 (JENNIE),Mantra,79602,https://cdnimg.melon.co.kr/cm2/album/images/116/12/674/11612674_20241010154851_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,42.0,Dash,PLAVE,Caligo Pt.1,66262,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,43.0,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,174320,https://cdnimg.melon.co.kr/cm2/album/images/114/02/655/11402655_20240129121016_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,44.0,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,324512,https://cdnimg.melon.co.kr/cm/album/images/100/69/644/10069644_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,45.0,에피소드,이무진,에피소드,137862,https://cdnimg.melon.co.kr/cm2/album/images/113/82/987/11382987_20231212165916_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,46.0,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),233054,https://cdnimg.melon.co.kr/cm2/album/images/108/71/162/10871162_20220217162422_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,47.0,Supersonic,프로미스나인,Supersonic,89959,https://cdnimg.melon.co.kr/cm2/album/images/115/64/698/11564698_20240812100922_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,48.0,Magnetic,아일릿(ILLIT),SUPER REAL ME,141917,https://cdnimg.melon.co.kr/cm2/album/images/114/50/069/11450069_20240325110702_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,49.0,다정히 내 이름을 부르면,경서예지,다정히 내 이름을 부르면 (경서예지 x 전건호),220737,https://cdnimg.melon.co.kr/cm2/album/images/106/10/525/10610525_20210518143433_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,50.0,HOT,LE SSERAFIM (르세라핌),HOT,49070,https://cdnimg.melon.co.kr/cm2/album/images/117/38/155/11738155_20250314101906_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,51.0,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438615,https://cdnimg.melon.co.kr/cm/album/images/101/49/492/10149492_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,52.0,헤어지자 말해요,박재정,1집 Alone,191729,https://cdnimg.melon.co.kr/cm2/album/images/112/27/533/11227533_20230419162238_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,53.0,I AM,IVE (아이브),I've IVE,235287,https://cdnimg.melon.co.kr/cm2/album/images/112/11/297/11211297_20230410151046_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,54.0,Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,168797,https://cdnimg.melon.co.kr/cm2/album/images/115/17/951/11517951_20240620173412_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,55.0,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,235539,https://cdnimg.melon.co.kr/cm2/album/images/107/35/654/10735654_20211008114339_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,56.0,주저하는 연인들을 위해,잔나비,전설,451644,https://cdnimg.melon.co.kr/cm/album/images/102/60/858/10260858_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,57.0,미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,113104,https://cdnimg.melon.co.kr/cm2/album/images/114/49/278/11449278_20240322170237_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,58.0,DRAMA,G-DRAGON,Übermensch,44118,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,59.0,인사,범진,인사,158701,https://cdnimg.melon.co.kr/cm2/album/images/108/21/699/10821699_20231205103724_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,60.0,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',313711,https://cdnimg.melon.co.kr/cm2/album/images/110/11/565/11011565_20220801102637_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,61.0,Ditto,NewJeans,NewJeans 'OMG',309854,https://cdnimg.melon.co.kr/cm2/album/images/111/27/145/11127145_20231213133532_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,62.0,살기 위해서,순순희,살기 위해서,32944,https://cdnimg.melon.co.kr/cm2/album/images/109/29/042/10929042_20220422022623_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,63.0,Armageddon,aespa,Armageddon - The 1st Album,96744,https://cdnimg.melon.co.kr/cm2/album/images/114/87/023/11487023_20240527154018_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,64.0,취중고백,김민석 (멜로망스),취중고백,203996,https://cdnimg.melon.co.kr/cm2/album/images/108/16/959/10816959_20211217144957_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,65.0,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,228033,https://cdnimg.melon.co.kr/cm2/album/images/112/86/070/11286070_20230713181059_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,66.0,Sticky,KISS OF LIFE,Sticky,94715,https://cdnimg.melon.co.kr/cm2/album/images/115/25/661/11525661_20240628155508_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,67.0,Igloo,KISS OF LIFE,Lose Yourself,49060,https://cdnimg.melon.co.kr/cm2/album/images/116/07/747/11607747_20241015110919_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,68.0,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,113905,https://cdnimg.melon.co.kr/cm2/album/images/112/85/867/11285867_20230713162404_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,69.0,해야 (HEYA),IVE (아이브),IVE SWITCH,93752,https://cdnimg.melon.co.kr/cm2/album/images/114/75/530/11475530_20240430093854_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,70.0,봄날,방탄소년단,YOU NEVER WALK ALONE,509390,https://cdnimg.melon.co.kr/cm/album/images/100/37/969/10037969_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,71.0,number one girl,로제 (ROSÉ),number one girl,66412,https://cdnimg.melon.co.kr/cm2/album/images/116/48/244/11648244_20241122102042_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,72.0,earthquake,지수 (JISOO),AMORTAGE,32143,https://cdnimg.melon.co.kr/cm2/album/images/117/15/192/11715192_20250214104332_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,73.0,녹아내려요,DAY6 (데이식스),Band Aid,101941,https://cdnimg.melon.co.kr/cm2/album/images/115/80/616/11580616_20240830171855_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,74.0,Flower,오반(OVAN),교회오빠,78248,https://cdnimg.melon.co.kr/cm2/album/images/117/32/247/11732247_20250313092931_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,75.0,RIZZ,PLAVE,Caligo Pt.1,48539,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,76.0,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,178216,https://cdnimg.melon.co.kr/cm2/album/images/113/72/896/11372896_20231127104957_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,77.0,이렇게 좋아해 본 적이 없어요,BOYNEXTDOOR,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X BOYNEXTDOOR),71083,https://cdnimg.melon.co.kr/cm2/album/images/117/37/028/11737028_20250313164949_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,78.0,우리들의 블루스,임영웅,IM HERO,124322,https://cdnimg.melon.co.kr/cm2/album/images/109/23/444/10923444_20220502140600_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,79.0,Island,PLAVE,Caligo Pt.1,47270,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,80.0,너에게 닿기를,10CM,너에게 닿기를,140234,https://cdnimg.melon.co.kr/cm2/album/images/117/30/411/11730411_20250306095101_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,81.0,Sweet Dreams (feat. Miguel),j-hope,Sweet Dreams (feat. Miguel),40162,https://cdnimg.melon.co.kr/cm2/album/images/117/31/799/11731799_20250307104648_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,82.0,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),168609,https://cdnimg.melon.co.kr/cm2/album/images/108/01/677/10801677_20211202181813_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,83.0,IBELONGIIU,G-DRAGON,Übermensch,37593,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,84.0,Chroma Drift,PLAVE,Caligo Pt.1,49810,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,85.0,12:32 (A to T),PLAVE,Caligo Pt.1,45356,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,86.0,청바지,부석순 (SEVENTEEN),부석순 2nd Single Album 'TELEPARTY',44375,https://cdnimg.melon.co.kr/cm2/album/images/116/87/296/11687296_20250108103647_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,87.0,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',341101,https://cdnimg.melon.co.kr/cm2/album/images/109/03/868/10903868_20220330103544_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,88.0,MY LOVE(2025),이예은,MY LOVE(2025),36878,https://cdnimg.melon.co.kr/cm2/album/images/117/20/961/11720961_20250221135403_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,89.0,클락션 (Klaxon),i-dle (아이들),I SWAY,67624,https://cdnimg.melon.co.kr/cm2/album/images/115/33/515/11533515_20240708112323_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,90.0,GYRO-DROP,G-DRAGON,Übermensch,33812,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,91.0,모래 알갱이,임영웅,모래 알갱이,73980,https://cdnimg.melon.co.kr/cm2/album/images/112/58/233/11258233_20230605094802_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,92.0,온기,임영웅,온기,50690,https://cdnimg.melon.co.kr/cm2/album/images/114/81/211/11481211_20240503151321_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,93.0,SPOT! (feat. JENNIE),지코 (ZICO),SPOT!,129278,https://cdnimg.melon.co.kr/cm2/album/images/114/74/894/11474894_20240426103349_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,94.0,다시 만날 수 있을까,임영웅,IM HERO,102308,https://cdnimg.melon.co.kr/cm2/album/images/109/23/444/10923444_20220502140600_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,95.0,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,183582,https://cdnimg.melon.co.kr/cm2/album/images/104/12/319/10412319_20200403103006_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,96.0,Love 119,RIIZE,Love 119,134808,https://cdnimg.melon.co.kr/cm2/album/images/113/94/065/11394065_20240104151541_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,97.0,Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,87299,https://cdnimg.melon.co.kr/cm2/album/images/114/56/179/11456179_20240617152303_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,98.0,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,142995,https://cdnimg.melon.co.kr/cm2/album/images/106/92/255/10692255_20210825184324_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,99.0,Bubble Gum,NewJeans,How Sweet,120726,https://cdnimg.melon.co.kr/cm2/album/images/114/75/749/11475749_20240524105642_500.jpg/melon/resize/48/quality/80/optimize
03.17~03.23,100.0,Home,임영웅,온기,52023,https://cdnimg.melon.co.kr/cm2/album/images/114/81/211/11481211_20240503151321_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,1.0,TOO BAD (feat. Anderson .Paak),G-DRAGON,Übermensch,154300,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,2.0,모르시나요(PROD.로코베리),조째즈,모르시나요,102167,https://cdnimg.melon.co.kr/cm2/album/images/116/85/729/11685729_20250106160640_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,3.0,like JENNIE,제니 (JENNIE),Ruby,104144,https://cdnimg.melon.co.kr/cm2/album/images/117/30/946/11730946_20250307173452_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,4.0,Drowning,WOODZ,OO-LI,279259,https://cdnimg.melon.co.kr/cm2/album/images/111/83/506/11183506_20230426141236_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,5.0,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON,"HOME SWEET HOME (feat. 태양, 대성)",227316,https://cdnimg.melon.co.kr/cm2/album/images/116/47/670/11647670_20241121150855_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,6.0,REBEL HEART,IVE (아이브),IVE EMPATHY,115246,https://cdnimg.melon.co.kr/cm2/album/images/116/89/783/11689783_20250203110601_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,7.0,나는 반딧불,황가람,나는 반딧불,156138,https://cdnimg.melon.co.kr/cm2/album/images/116/20/541/11620541_20241018183253_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,8.0,Whiplash,aespa,Whiplash - The 5th Mini Album,150117,https://cdnimg.melon.co.kr/cm2/album/images/116/20/540/11620540_20241018183208_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,9.0,오늘만 I LOVE YOU,BOYNEXTDOOR,오늘만 I LOVE YOU,180035,https://cdnimg.melon.co.kr/cm2/album/images/116/85/070/11685070_20250106111631_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,10.0,APT.,로제 (ROSÉ),APT.,219300,https://cdnimg.melon.co.kr/cm2/album/images/116/19/809/11619809_20241018103507_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,11.0,ATTITUDE,IVE (아이브),IVE EMPATHY,68003,https://cdnimg.melon.co.kr/cm2/album/images/116/89/783/11689783_20250203110601_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,12.0,HAPPY,DAY6 (데이식스),Fourever,208286,https://cdnimg.melon.co.kr/cm2/album/images/114/44/397/11444397_20240318115810_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,13.0,toxic till the end,로제 (ROSÉ),rosie,140835,https://cdnimg.melon.co.kr/cm2/album/images/116/59/696/11659696_20241205141243_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,14.0,내게 사랑이 뭐냐고 물어본다면,로이킴,내게 사랑이 뭐냐고 물어본다면,90376,https://cdnimg.melon.co.kr/cm2/album/images/116/16/312/11616312_20241015135802_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,15.0,PO￦ER,G-DRAGON,PO￦ER,163519,https://cdnimg.melon.co.kr/cm2/album/images/116/30/124/11630124_20241031100530_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,16.0,I DO ME,KiiiKiii (키키),UNCUT GEM,65697,https://cdnimg.melon.co.kr/cm2/album/images/117/15/826/11715826_20250324115745_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,17.0,소나기,이클립스 (ECLIPSE),선재 업고 튀어 OST Part 1,191577,https://cdnimg.melon.co.kr/cm2/album/images/114/59/325/11459325_20240405171054_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,18.0,TAKE ME,G-DRAGON,Übermensch,72744,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,19.0,미치게 그리워서,황가람,미치게 그리워서,36491,https://cdnimg.melon.co.kr/cm2/album/images/117/10/367/11710367_20250207120041_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,20.0,천상연,이창섭,천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB)),141834,https://cdnimg.melon.co.kr/cm2/album/images/114/21/941/11421941_20240220105008_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,21.0,Welcome to the Show,DAY6 (데이식스),Fourever,193239,https://cdnimg.melon.co.kr/cm2/album/images/114/44/397/11444397_20240318115810_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,22.0,Supernova,aespa,Armageddon - The 1st Album,186521,https://cdnimg.melon.co.kr/cm2/album/images/114/87/023/11487023_20240527154018_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,23.0,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,363964,https://cdnimg.melon.co.kr/cm/album/images/103/07/346/10307346_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,24.0,DRIP,BABYMONSTER,DRIP,70799,https://cdnimg.melon.co.kr/cm2/album/images/116/29/208/11629208_20241101103249_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,25.0,HOT,LE SSERAFIM (르세라핌),HOT,49070,https://cdnimg.melon.co.kr/cm2/album/images/117/38/155/11738155_20250314101906_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,26.0,슬픈 초대장,순순희(지환),슬픈 초대장,76933,https://cdnimg.melon.co.kr/cm2/album/images/113/86/568/11386568_20231218192452_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,27.0,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,491248,https://cdnimg.melon.co.kr/cm2/album/images/103/31/947/10331947_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,28.0,예뻤어,DAY6 (데이식스),Every DAY6 February,378002,https://cdnimg.melon.co.kr/cm/album/images/100/36/099/10036099_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,29.0,청춘만화,이무진,만화 (滿花),93024,https://cdnimg.melon.co.kr/cm2/album/images/116/08/521/11608521_20241004161722_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,30.0,UP (KARINA Solo),aespa,SYNK : PARALLEL LINE - Special Digital Single,117298,https://cdnimg.melon.co.kr/cm2/album/images/116/10/170/11610170_20241008143002_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,31.0,Love wins all,아이유,The Winning,219143,https://cdnimg.melon.co.kr/cm2/album/images/114/04/142/11404142_20240220141548_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,32.0,내 이름 맑음,QWER,2nd Mini Album 'Algorithm's Blossom',105168,https://cdnimg.melon.co.kr/cm2/album/images/115/80/909/11580909_20240923131754_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,33.0,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),166025,https://cdnimg.melon.co.kr/cm2/album/images/113/05/759/11305759_20230814111006_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,34.0,Flower,오반(OVAN),교회오빠,78248,https://cdnimg.melon.co.kr/cm2/album/images/117/32/247/11732247_20250313092931_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,35.0,The Chase,Hearts2Hearts (하츠투하츠),The Chase,45260,https://cdnimg.melon.co.kr/cm2/album/images/117/20/981/11720981_20250221140928_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,36.0,고민중독,QWER,1st Mini Album 'MANITO',154029,https://cdnimg.melon.co.kr/cm2/album/images/114/54/681/11454681_20240328174504_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,37.0,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,68281,https://cdnimg.melon.co.kr/cm2/album/images/114/55/285/11455285_20240401151801_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,38.0,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,316438,https://cdnimg.melon.co.kr/cm/album/images/022/32/505/2232505_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,39.0,How Sweet,NewJeans,How Sweet,155689,https://cdnimg.melon.co.kr/cm2/album/images/114/75/749/11475749_20240524105642_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,40.0,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,169097,https://cdnimg.melon.co.kr/cm2/album/images/113/91/902/11391902_20250922111638_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,41.0,비의 랩소디,임재현,비의 랩소디,107660,https://cdnimg.melon.co.kr/cm2/album/images/113/76/816/11376816_20231201120653_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,42.0,너와의 모든 지금,재쓰비 (JAESSBEE),너와의 모든 지금,99107,https://cdnimg.melon.co.kr/cm2/album/images/116/37/218/11637218_20241108150236_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,43.0,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),233054,https://cdnimg.melon.co.kr/cm2/album/images/108/71/162/10871162_20220217162422_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,44.0,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,324512,https://cdnimg.melon.co.kr/cm/album/images/100/69/644/10069644_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,45.0,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,174320,https://cdnimg.melon.co.kr/cm2/album/images/114/02/655/11402655_20240129121016_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,46.0,Mantra,제니 (JENNIE),Mantra,79602,https://cdnimg.melon.co.kr/cm2/album/images/116/12/674/11612674_20241010154851_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,47.0,Magnetic,아일릿(ILLIT),SUPER REAL ME,141917,https://cdnimg.melon.co.kr/cm2/album/images/114/50/069/11450069_20240325110702_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,48.0,에피소드,이무진,에피소드,137862,https://cdnimg.melon.co.kr/cm2/album/images/113/82/987/11382987_20231212165916_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,49.0,다정히 내 이름을 부르면,경서예지,다정히 내 이름을 부르면 (경서예지 x 전건호),220737,https://cdnimg.melon.co.kr/cm2/album/images/106/10/525/10610525_20210518143433_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,50.0,Supersonic,프로미스나인,Supersonic,89959,https://cdnimg.melon.co.kr/cm2/album/images/115/64/698/11564698_20240812100922_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,51.0,Dash,PLAVE,Caligo Pt.1,66262,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,52.0,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438615,https://cdnimg.melon.co.kr/cm/album/images/101/49/492/10149492_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,53.0,헤어지자 말해요,박재정,1집 Alone,191729,https://cdnimg.melon.co.kr/cm2/album/images/112/27/533/11227533_20230419162238_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,54.0,주저하는 연인들을 위해,잔나비,전설,451644,https://cdnimg.melon.co.kr/cm/album/images/102/60/858/10260858_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,55.0,I AM,IVE (아이브),I've IVE,235287,https://cdnimg.melon.co.kr/cm2/album/images/112/11/297/11211297_20230410151046_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,56.0,Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,168797,https://cdnimg.melon.co.kr/cm2/album/images/115/17/951/11517951_20240620173412_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,57.0,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,235539,https://cdnimg.melon.co.kr/cm2/album/images/107/35/654/10735654_20211008114339_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,58.0,인사,범진,인사,158701,https://cdnimg.melon.co.kr/cm2/album/images/108/21/699/10821699_20231205103724_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,59.0,미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,113104,https://cdnimg.melon.co.kr/cm2/album/images/114/49/278/11449278_20240322170237_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,60.0,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',313711,https://cdnimg.melon.co.kr/cm2/album/images/110/11/565/11011565_20220801102637_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,61.0,취중고백,김민석 (멜로망스),취중고백,203996,https://cdnimg.melon.co.kr/cm2/album/images/108/16/959/10816959_20211217144957_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,62.0,살기 위해서,순순희,살기 위해서,32944,https://cdnimg.melon.co.kr/cm2/album/images/109/29/042/10929042_20220422022623_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,63.0,Ditto,NewJeans,NewJeans 'OMG',309854,https://cdnimg.melon.co.kr/cm2/album/images/111/27/145/11127145_20231213133532_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,64.0,Armageddon,aespa,Armageddon - The 1st Album,96744,https://cdnimg.melon.co.kr/cm2/album/images/114/87/023/11487023_20240527154018_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,65.0,MY LOVE(2025),이예은,MY LOVE(2025),36878,https://cdnimg.melon.co.kr/cm2/album/images/117/20/961/11720961_20250221135403_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,66.0,이렇게 좋아해 본 적이 없어요,BOYNEXTDOOR,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X BOYNEXTDOOR),71083,https://cdnimg.melon.co.kr/cm2/album/images/117/37/028/11737028_20250313164949_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,67.0,봄날,방탄소년단,YOU NEVER WALK ALONE,509390,https://cdnimg.melon.co.kr/cm/album/images/100/37/969/10037969_500.jpg/melon/resize/48/quality/80/optimize
03.24~03.30,68.0,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,228033,https://cdnimg.melon.co.kr/cm2/album/images/112/86/070/11286070_20230713181059_500.jpg/melon/resize/48/quality/80/optimize
